Organisation;Adresse;PLZ;Ort;Telefon;Telefax;E-Mail;Internetadresse
Klassik Stiftung Weimar;Burgplatz 4;99423;Weimar;+49 3643 545-0;+49 3643 545-454;info@klassik-stiftung.de;https://www.klassik-stiftung.de/
Klosterstift St. Marienthal;St. Marienthal 1;02899;Ostritz;+49 35823 856300;;info@kloster-marienthal.de;https://www.kloster-marienthal.de/
Kommando Aufklärung und Wirkung;Heinrich-Hertz-Straße 6;54550;Daun;+49 6592 172110;;KdoAufklWirkPresse@bundeswehr.org;https://www.bundeswehr.de/de/organisation/cyber-und-informationsraum/kommando-und-organisation-cir/kommando-cyber-und-informationsraum/kommando-aufklaerung-wirkung
Kommando Cyber- und Informationsraum;Johanna-Kinkel-Straße 2-4;53175;Bonn;+49 22853683 1412;;KdoCIRPIZCIR@bundeswehr.org;https://www.bundeswehr.de/de/organisation/cyber-und-informationsraum/kommando-und-organisation-cir/kommando-cyber-und-informationsraum
Kommando Feldjäger der Bundeswehr;Langenforther Straße 1;30657;Hannover;+49 511 903 3804;+49 511 903 3809;KdoFJgBwZentralerPosteingang@bundeswehr.org;https://www.bundeswehr.de/de/organisation/streitkraeftebasis/organisation/kommando-feldjaeger-der-bundeswehr
Kommando Gesundheitsversorgung der Bundeswehr;Von-Kuhl-Straße 50;56070;Koblenz;+49 261 896-0;;KdoGesVersBwPresse@bundeswehr.org;https://www.bundeswehr.de/de/organisation/unterstuetzungsbereich/sanitaetsdienst/kommando-gesundheitsversorgung-in-koblenz
Kommando Heer;Prötzeler Chaussee 25 25;15344;Strausberg;+49 3341-58-1511;+49 3341-58-1519;PIZHeer@Bundeswehr.org;https://www.bundeswehr.de/de/organisation/heer/organisation/kommando-heer
Kommando Informationstechnik der Bundeswehr;Fontainengraben 150;53123;Bonn;+49 228 5504-7025;+49 228 5504-7029;kdocirpizcir@bundeswehr.org;https://www.bundeswehr.de/de/organisation/cyber-und-informationsraum/kommando-und-organisation-cir/kommando-cyber-und-informationsraum/kommando-it-services-bw
Kommando Luftwaffe;Kladower Damm 182;14089;Berlin;+49 30 3687-3931;;PIZLw@bundeswehr.org;https://www.bundeswehr.de/de/organisation/luftwaffe/organisation-/kommando-luftwaffe
Kommando Regionale sanitätsdienstliche Unterstützung;Schloß Oranienstein ;65582;Diez;+49 6432 940 2011;+49 6432 940 2099;KdoRegSanUstg@bundeswehr.org;https://www.bundeswehr.de/de/organisation/unterstuetzungsbereich/sanitaetsdienst/kommando-gesundheitsversorgung-in-koblenz/kommando-regionale-sanitaetsdienstliche-unterstuetzung-in-diez
Kommando Sanitätsdienst der Bundeswehr;Von-Kuhl-Straße 50;56070;Koblenz;+49 261 896 0;+49 261 896-10299;KdoSanDstBw@bundeswehr.org;https://www.bundeswehr.de/de/organisation/sanitaetsdienst/kommando-und-organisation-sanitaetsdienst/kommando-sanitaetsdienst
Kommando Sanitätsdienstliche Einsatzunterstützung;Zeitzer Straße 112;06667;Weißenfels;+49 3443 33 1708;+49 3443 33 1797;KdoRegSanUstg@bundeswehr.org;https://www.bundeswehr.de/de/organisation/sanitaetsdienst/kommando-und-organisation-sanitaetsdienst/kommando-sanitaetsdienstliche-einsatzunterstuetzung
Kommando Schnelle Einsatzkräfte Sanitätsdienst;Papenburgstraße 82;26789;Leer;+49 491 9195 4001;+49 491 9195 4610;KdoSES@bundeswehr.org;https://www.bundeswehr.de/de/organisation/sanitaetsdienst/kommando-und-organisation-sanitaetsdienst/kommando-sanitaetsdienstliche-einsatzunterstuetzung/kommando-schnelle-einsatzkraefte-sanitaetsdienst
Kommunale Gemeinschaftsstelle für Verwaltungsmanagement;Gereonstraße 18 - 32;50670;Köln;+49 221 37689-0;+49 221 37689-59;kgst@kgst.de;https://www.kgst.de
Konrad-Adenauer-Stiftung e. V.;Klingelhöferstraße 23;10785;Berlin;+49 30 26996-0;;zentrale-berlin@kas.de;https://www.kas.de
Koordinator der Bundesregierung für Maritime Wirtschaft und Tourismus;Scharnhorststraße 34 - 37;10115;Berlin;+49 30 18 615-6711;;poststelle@bmwe.bund.de;https://www.bmwk.de/Navigation/DE/Ministerium/Koordinatoren-und-Beauftragte/koordinatoren-und-beauftragte.html
Koordinator der Bundesregierung für strategische Auslandsprojekte im Interesse der Bundesrepublik Deutschland;Scharnhorststraße 34 - 37;10115;Berlin;+49 3018 615-5010;;buero-st-p@bmwk.bund.de;https://www.bmwk.de/Redaktion/DE/Dossier/Visitenkarten/visitenkarte-philipp.html
Koordinator für die deutsch-polnische zwischengesellschaftliche und grenznahe Zusammenarbeit;Werderscher Markt 1;10117;Berlin;+49 30 1817-4010;+49 30 1817-54010;KO-POL@diplo.de;https://www.auswaertiges-amt.de/de/aamt/koordinatoren/deutsch-polnische-zusammenarbeit-node/deutsch-polnische-zusammenarbeit/200544
Koordinator für die transatlantische zwischengesellschaftliche, kultur- und informationspolitische Zusammenarbeit;Werderscher Markt 1;10117;Berlin;+49 30 1817 - 2872;+49 30 1817 -52872;KO-TRA@diplo.de;https://www.auswaertiges-amt.de/de/aamt/koordinatoren/transatlantische-zusammenarbeit/216436
Koordinierungszentrum Deutsch-Israelischer Jugendaustausch;Altes Rathaus - Markt 26;06886;Lutherstadt Wittenberg;+49 3491 4202-60;;info@ConAct-org.de;https://www.conact-org.de/
Kraftfahrt-Bundesamt;Fördestraße 16;24944;Flensburg;+49 461 316-0;+49 461 316-271650;kba@kba.de;https://www.kba.de
Krankenversorgung der Bundesbahnbeamten;Salvador-Allende-Str. 7;60487;Frankfurt am Main;+49 69 24703-0;;info@kvb.bund.de;https://www.kvb.bund.de
Kreditanstalt für Wiederaufbau IPEX-Bank;Zeppelinallee 8;60325;Frankfurt am Main;+49 69 7431-0;+49 69 7431-2944;info@kfw-ipex-bank.de;https://www.kfw-ipex-bank.de
Kulturstiftung des Bundes;Franckeplatz 2;06110;Halle;+49 345 2997-0;+49 345 2997-333;info@kulturstiftung-bund.de;https://www.kulturstiftung-des-bundes.de/de
Kulturveranstaltungen des Bundes in Berlin GmbH;Schöneberger Straße 15;10963;Berlin;+49 30 26397-0;+49 30 26397-397;info@kbb.eu;https://www.kbb.eu
Kunst- und Ausstellungshalle der Bundesrepublik Deutschland GmbH;Helmut-Kohl-Allee 4;53113;Bonn;+49 228 9171-0;+49 228 234154;info@bundeskunsthalle.de;https://www.bundeskunsthalle.de
Kunstverwaltung des Bundes;Herbert-Bayer-Straße 5;13086;Berlin;+49 30 200 513-0;;Kunstverwaltung@kvdb.bund.de;https://kunstverwaltung.bund.de/Webs/KVDB/DE/Home/home_node.html
Kuratorium für Technik und Bauwesen in der Landwirtschaft e. V.;Bartningstraße 49;64289;Darmstadt;+49 6151 7001-0;+49 6151 7001-123;ktbl@ktbl.de;https://www.ktbl.de/
Kuratorium für Waldarbeit und Forsttechnik e. V.;Spremberger Straße 1;64823;Goß-Umstadt;+49 6078 785-0;+49 6078 758-39;info@kwf-online.de;https://www.kwf-online.de
Landeskommando Baden-Württemberg;Nürnberger Straße 184;70374;Stuttgart;+49 711 5210 4050;+49 711 5210 4096;Pressestelle@bundeswehr.org;https://www.bundeswehr.de/de/organisation/operatives-fuehrungskommando-der-bundeswehr/landeskommando/baden-wuerttemberg
Landeskommando Bayern;Ingolstädter Straße 240;80939;München;+49 089 3168 6040;;Pressestelle-LKdoBY@bundeswehr.org;https://www.bundeswehr.de/de/organisation/weitere-bmvg-dienststellen/territoriales-fuehrungskommando-der-bundeswehr/organisation/landeskommando-bayern
Landeskommando Berlin;Kurt-Schumacher-Damm 41;13405;Berlin;+49 30 4981-4132;;PressestelleLKdoBE@bundeswehr.org;https://www.bundeswehr.de/de/organisation/weitere-bmvg-dienststellen/territoriales-fuehrungskommando-der-bundeswehr/organisation/landeskommando-berlin
Landeskommando Brandenburg;Kaiser-Friedrich-Straße 49-61;14469;Potsdam;+49 331 5861 490;;LKdoBBPoststelle@bundeswehr.org;https://www.bundeswehr.de/de/organisation/weitere-bmvg-dienststellen/territoriales-fuehrungskommando-der-bundeswehr/organisation/landeskommando-brandenburg
Landeskommando Bremen;Niedersachsendamm 67/68;28201;Bremen;+49 421 87190 373;+49 421 87190 379;LkdoHBPressestelle@bundeswehr.org;https://www.bundeswehr.de/de/organisation/weitere-bmvg-dienststellen/territoriales-fuehrungskommando-der-bundeswehr/organisation/landeskommando-bremen
Landeskommando Hamburg;Osdorfer Landstraße 365;22589;Hamburg;+49 40 86648 4310;+49 40 86648 4313;LKdoHHInfoarbeit@bundeswehr.org;https://www.bundeswehr.de/de/organisation/weitere-bmvg-dienststellen/territoriales-fuehrungskommando-der-bundeswehr/organisation/landeskommando-hamburg
Landeskommando Hessen;Moltkering 9;65189;Wiesbaden;+49 611 799 0;+49 611 799 8093;LKdoHEEingangpost@bundeswehr.org;https://www.bundeswehr.de/de/organisation/weitere-bmvg-dienststellen/territoriales-fuehrungskommando-der-bundeswehr/organisation/landeskommando-hessen
Landeskommando Mecklenburg-Vorpommern;Walther-Rathenau-Straße 2;19055;Schwerin;+49 385 511 3110;+49 385 511 3104;LKdomvZentralerPosteingang@bundeswehr.org;https://www.bundeswehr.de/de/organisation/weitere-bmvg-dienststellen/territoriales-fuehrungskommando-der-bundeswehr/organisation/landeskommando-mecklenburg-vorpommern
Landeskommando Niedersachsen;Hans-Böckler-Allee 18;30173;Hannover;+49 511 284 1905;+49 511 284 1909;LKdoNIZentralerPosteingang@bundeswehr.org;https://www.bundeswehr.de/de/organisation/weitere-bmvg-dienststellen/territoriales-fuehrungskommando-der-bundeswehr/organisation/landeskommando-niedersachsen
Landeskommando Nordrhein-Westfalen;Wilhelm-Raabe-Straße 46;40470;Düsseldorf;+49 211 959 3521;+49 211 959 103521;PressestelleLandeskomandoNW@bundeswehr.org;https://www.bundeswehr.de/de/organisation/weitere-bmvg-dienststellen/territoriales-fuehrungskommando-der-bundeswehr/organisation/landeskommando-nordrhein-westfalen
Landeskommando Rheinland-Pfalz;Generaloberst-Beck-Straße 1F;55129;Mainz;+49 6131 27750-3020;;LKdoRPPressestelle@Bundeswehr.org;https://www.bundeswehr.de/de/organisation/weitere-bmvg-dienststellen/territoriales-fuehrungskommando-der-bundeswehr/organisation/landeskommando-rheinland-pfalz
Landeskommando Saarland;Wallenfanger Straße 31;66740;Saarlouis;+49 6831 1271 2605;+49 6831 1271 2655;LKdoSLPosteingang@bundeswehr.org;https://www.bundeswehr.de/de/organisation/weitere-bmvg-dienststellen/territoriales-fuehrungskommando-der-bundeswehr/organisation/landeskommando-saarland
Landeskommando Sachsen;Marienallee 14;01099;Dresden;+49 351 823 4237;+49 351 823 4263;LKdoSNZentralerPosteingang@bundeswehr.org;https://www.bundeswehr.de/de/organisation/weitere-bmvg-dienststellen/territoriales-fuehrungskommando-der-bundeswehr/organisation/landeskommando-sachsen
Landeskommando Sachsen-Anhalt;Am Buckauer Tor 2;39104;Magdeburg;+49 391 662462 380;+49 391 662462 389;pressestellelkdost@bundeswehr.org;https://www.bundeswehr.de/de/organisation/weitere-bmvg-dienststellen/territoriales-fuehrungskommando-der-bundeswehr/organisation/landeskommando-sachsen-anhalt
Landeskommando Schleswig-Holstein;Feldstraße 236-238;24106;Kiel;+49 431 384 1011;+49 431 384 1019;PressestelleLKdoSH@bundeswehr.org;https://www.bundeswehr.de/de/organisation/weitere-bmvg-dienststellen/territoriales-fuehrungskommando-der-bundeswehr/organisation/landeskommando-schleswig-holstein
Landeskommando Thüringen;Nissaer Weg 10;99099;Erfurt;+49 361 432 1800;+49 361 432 19 1709;LKdoTHPressestelle@bundeswehr.org;https://www.bundeswehr.de/de/organisation/operatives-fuehrungskommando-der-bundeswehr/landeskommando/thueringen
Leibniz Institut Hessische Stiftung Friedens-und Konfliktforschung;Baseler Straße 27-31;60329;Frankfurt am Main;+49 69 959104-0;+49 69 558481;info@hsfk.de;https://www.hsfk.de
Leibniz-Forschungsinstitut für Molekulare Pharmakologie im Forschungsverbund Berlin e. V.;Robert-Rössle-Straße 10;13125;Berlin;+49 30 94793-100;+49 30 94739-109;info@fmp-berlin.de;https://www.leibniz-fmp.de/de/home.html
Leibniz-Gemeinschaft - Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e. V.;Chausseestraße 111;10115;Berlin;+49 30 206049-0;+49 30 206049-55;info@leibniz-gemeinschaft.de;https://www.leibniz-gemeinschaft.de/
Leibniz-Informationszentrum Lebenswissenschaften;Gleueler Straße 60;50931;Köln;+49 221 478-5600;+49 221 478-7102;info@zbmed.de;https://www.zbmed.de
Leibniz-Institut DSMZ - Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH;Inhoffenstraße 7 B;38124;Braunschweig;+49 531 2616-0;+49 531 2616-418;contact@dsmz.de;https://www.dsmz.de
Leibniz-Institut für Agrarentwicklung in Transformationsökonomien;Theodor-Lieser-Straße 2;06120;Halle;+49 345 2928-0;+49 345 2928-499;iamo@iamo.de;https://www.iamo.de
Leibniz-Institut für Agrartechnik und Bioökonomie e. V.;Max-Eyth-Allee 100;14469;Potsdam;+49 331 5699-0;+49 331 5699-849;atb@atb-potsdam.de;https://www.atb-potsdam.de/de/
Leibniz-Institut für Alternsforschung - Fritz-Lipmann-Institut e. V.;Beutenbergstraße 11;07745;Jena;+49 3641 65-6000;+49 3641 65-6351;info@leibniz-fli.de;https://www.leibniz-fli.de/de/
Leibniz-Institut für Analytische Wissenschaften - ISAS - e. V.;Bunsen-Kirchhoff-Straße 11;44139;Dortmund;+49 231 1392-0;+49 231 1392-120;infomaster@isas-dortmund.de;https://www.isas.de
Leibniz-Institut für Arbeitsforschung an der TU Dortmund;Ardeystraße 67;44139;Dortmund;+49 231 1084-0;+49 231 1084-308;info@ifado.de;https://www.ifado.de
Leibniz-Institut für Astrophysik Potsdam;An der Sternwarte 16;14482;Potsdam;+49 331 7499-0;+49 331 7499-200;info@aip.de;https://www.aip.de
Leibniz-Institut für Atmosphärenphysik an der Universität Rostock;Schlossstraße 6;18225;Kühlungsborn;+49 38293 68-0;+49 38293 68-50;webadmin@iap-kborn.de;https://www.iap-kborn.de
Leibniz-Institut für Bildungsforschung und Bildungsinformation;Rostocker Straße 6;60323;Frankfurt am Main;+49 69 24708-0;+49 69 24708-444;dipf@dipf.de;https://www.dipf.de
Leibniz-Institut für Bildungsmedien | Georg-Eckert-Institut;Freisestraße 1;38118;Braunschweig;+49 531 590 99 0;+49 531 590 99 199;info@leibniz-gei.de;https://www.gei.de/
Leibniz-Institut für Bildungsverläufe e. V.;Wilhelmplatz 3;96047;Bamberg;+49 951 863-3400;+49 951 863-3411;kontakt@lifbi.de;https://www.lifbi.de
Leibniz-Institut für Deutsche Sprache;R 5 6 - 13;68161;Mannheim;+49 621 1581-0;+49 621 1581-200;trabold@ids-mannheim.de;https://www1.ids-mannheim.de/
Leibniz-Institut für die Pädagogik der Naturwissenschaften und Mathematik an der Universität Kiel;Olshausenstraße 62;24118;Kiel;+49 431 880-5084;+49 431 880-5212;info@leibniz-ipn.de;https://www.ipn.uni-kiel.de
Leibniz-Institut für Europäische Geschichte;Alte Universitätsstraße 19;55116;Mainz;+49 6131 39-39340;+49 6131 39-35326;info@ieg-mainz.de;https://www.ieg-mainz.de
Leibniz-Institut für Festkörper- und Werkstoffforschung Dresden;Helmholtzstraße 20;01069;Dresden;+49 351 4659-0;+49 351 4659-540;postmaster@ifw-dresden.de;https://www.ifw-dresden.de
Leibniz-Institut für Gemüse- und Zierpflanzenbau Großbeeren/Erfurt e. V.;Theodor-Echtermeyer-Weg 1;14979;Großbeeren;+49 33701 78131;+49 33701 55391;igzev@igzev.de;https://www.igzev.de
Leibniz-Institut für Gewässerökologie und Binnenfischerei im Forschungsverbund Berlin;Müggelseedamm 310;12587;Berlin;+49 30 64181-5;+49 30 64181-600;pr@igb-berlin.de;https://www.igb-berlin.de
Leibniz-Institut für Interaktive Materialien e. V.;Forckenbeckstraße 50;52074;Aachen;+49 241 80-233-00;;contact@dwi.rwth-aachen.de;https://www.dwi.rwth-aachen.de
Leibniz-Institut für Katalyse e. V.;Albert-Einstein-Straße 29a;18059;Rostock;+49 381 1281-0;+49 381 1281-5000;info@catalysis.de;https://www.catalysis.de
Leibniz-Institut für Kristallzüchtung (IKZ) im Forschungsverbund Berlin e. V.;Max-Born-Straße 2;12489;Berlin;+49 30 6392-3001;+49 30 6392-3003;cryst@ikz-berlin.de;https://www.ikz-berlin.de
Leibniz-Institut für Länderkunde e. V.;Schongauerstraße 9;04328;Leipzig;+49 341 600 55-0;+49 341600 55-198;info@leibniz-ifl.de;https://www.leibniz-ifl.de
Leibniz-Institut für Lebensmittel-Systembiologie an der Technischen Universität München;Lise-Meitner-Straße 34;85354;Freising;+49 81 6171-2980;+49 8161 71-2970;contact.leibniz-lzb@tum.de;https://www.leibniz-lsb.de
Leibniz-Institut für Naturstoff-Forschung und Infektionsbiologie - Hans-Knöll-Institut e. V.;Beutenbergstraße 11a;07745;Jena;+49 3641 532-1000;+49 3641 532-0800;info@leibniz-hki.de;https://www.leibniz-hki.de
Leibniz-Institut für Neue Materialien gGmbH;Campus D2 2;66123;Saarbrücken;+49 681 9300-0;+49 681 9300-223;contact@leibniz-inm.de;https://www.inm-gmbh.de
Leibniz-Institut für Neurobiologie Magdeburg;Brenneckestraße 6;39118;Magdeburg;+49 391 6263--92411;+49 391 6263-92419;wo@lin-magdeburg.de;https://www.lin-magdeburg.de
Leibniz-Institut für Oberflächenmodifizierung e.V.;Permoserstraße 15;04318;Leipzig;+49 341 235-2308;+49 341 235-2313;info@iom-leipzig.de;https://www.iom-leipzig.de
Leibniz-Institut für ökologische Raumentwicklung e.V.;Weberplatz 1;01217;Dresden;+49 351 4679-0;+49 351 4679-212;info@ioer.de;https://www.ioer.de
Leibniz-Institut für Ostseeforschung Warnemünde;Seestraße 15;18119;Rostock;+49 381 5197-0;+49 381 5197-440;postmaster@io-warnemuende.de;https://www.io-warnemuende.de/de_index.html
Leibniz-Institut für Pflanzenbiochemie;Weinberg 3;06120;Halle;+49 345 5582-0;+49 345 5582-1009;info@ipb-halle.de;https://www.ipb-halle.de/
Leibniz-Institut für Pflanzengenetik und Kulturpflanzenforschung;Corrensstraße 3;06466;Gatersleben;+49 39482 5-0;+49 39482 5-139;info@ipk-gatersleben.de;https://www.ipk-gatersleben.de
Leibniz-Institut für Photonische Technologien e. V.;Albert-Einstein-Straße 9;07745;Jena;+49 3641 206 00;;info@leibniz-ipht.de;https://www.ipht-jena.de
Leibniz-Institut für Plasmaforschung und Technologie e. V.;Felix-Hausdorff-Straße 2;17489;Greifswald;+49 3834 554-300;+49 3834 554-301;welcome@inp-greifswald.de;https://www.inp-greifswald.de
Leibniz-Institut für Polymerforschung Dresden e. V.;Hohe Straße 6;01069;Dresden;+49 351-4658-0;+49 351-4658-284;ipf@ipfdd.de;https://www.ipfdd.de/de/home/
Leibniz-Institut für Präventionsforschung und Epidemiologie BIPS GmbH;Achterstraße 30;28359;Bremen;+49 421 218-567 50;+49 421 218-569 41;kontakt@leibniz-bips.de;https://www.bips-institut.de
Leibniz-Institut für Psychologie;Universitätsring 15;54296;Trier;+49 651 603419-011;;info@leibniz-psychology.org;https://leibniz-psychology.org/
Leibniz-Institut für Raumbezogene Sozialforschung;Flakenstraße 29-31;15537;Erkner;+49 3362 793-0;+49 3362 793-111;kontakt@leibniz-irs.de;https://www.irs-net.de
Leibniz-Institut für Troposphärenforschung e. V.;Permoserstraße 15;04318;Leipzig;+49 341 2717-7060;+49 341 2717 99 7060;info@tropos.de;https://www.tropos.de
Leibniz-Institut für Virologie;Martinistraße 52;20251;Hamburg;+49 40 48051-0;+49 40 48051-103;liv@leibniz-liv.de;https://www.leibniz-gemeinschaft.de/institute/leibniz-institute-alle-listen/leibniz-institut-fuer-virologie
Leibniz-Institut für Wirtschaftsforschung Halle;Kleine Märkerstraße 8;06108;Halle (Saale);+49 345 7753-60;+49 345 7753-820;presse@iwh-halle.de;https://www.iwh-halle.de
Leibniz-Institut für Wissensmedien;Schleichstraße 6;72076;Tübingen;+49 7071 979-0;+49 7071 979-100;info@iwm-tuebingen.de;https://www.iwm-tuebingen.de
Leibniz-Institut für Zoo- und Wildtierforschung;Alfred-Koawalke-Straße 17;10315;Berlin;+49 30 5168-0;+49 30 5126 104;direktor@izw-berlin.de;https://www.izw-berlin.de
Leibniz-Institut zur Analyse des Biodiversitätswandels;Adenauerallee 160;53113;Bonn;+49 228 9122-0;+49 228 9122-212;info@leibniz-lib.de;https://leibniz-lib.de/impressum/
Leibniz-Zentrum für Agrarlandschaftsforschung e. V.;Eberswalder Straße 84;15374;Müncheberg;+49 33432 82-0;+49 33432 82-212;zalf@zalf.de;https://www.zalf.de
Leibniz-Zentrum für Marine Tropenökologie;Fahrenheitstraße 6;28359;Bremen;+49 421 23800-0;+49 421 23800-30;contact@leibniz-zmt.de;https://www.leibniz-zmt.de
Logistikkommando der Bundeswehr;Zeppelinstraße 18;99096;Erfurt;+49 361 342 69210;+49 361 342 69219;PressestelleLogKdoBw@bundeswehr.org;https://www.bundeswehr.de/de/organisation/unterstuetzungsbereich
Logistikschule der Bundeswehr;Bremerhavener Heerstraße 10;27711;Osterholz-Scharmbeck;+49 4795 94 10100;+49 4795 94 10108;logsbws1@bundeswehr.org;https://www.bundeswehr.de/de/organisation/streitkraeftebasis/organisation/logistikkommando-der-bundeswehr/logistikschule-der-bundeswehr
Logistikzentrum der Bundeswehr;Anton-Dohrn-Weg 59;26389;Wilhelmshaven;+49 4421 47-455;;LogZBwAllgemein@bundeswehr.org;https://www.bundeswehr.de/de/organisation/streitkraeftebasis/organisation/logistikkommando-der-bundeswehr/logistikzentrum-der-bundeswehr
Luftfahrt-Bundesamt;Hermann-Blenk-Straße 26;38108;Braunschweig;+49 531 2355-0;+49 531 2355-9099;info@lba.de;https://www.lba.de
Luftfahrtamt der Bundeswehr;Flughafenstraße 1;51147;Köln-Wahn;;;LufABwLeitungsbuero@bundeswehr.org;https://www.bundeswehr.de/de/organisation/luftwaffe/organisation-/das-luftfahrtamt-der-bundeswehr
Luftwaffentruppenkommando;Flughafenstraße 1;51147;Köln;+49 2203 908-4082;;LwTrKdoLdI@bundeswehr.org;https://www.bundeswehr.de/de/organisation/luftwaffe/organisation-/luftwaffentruppenkommando
Luftwaffenunterstützungsgruppe Wahn;Flughafenstraße 1;51147;Köln;+49 2203 908-3134;;PIZLwCallCenter@bundeswehr.org;https://www.bundeswehr.de/de/luftwaffenunterstuetzungsgruppe-wahn-5337932
Marinearsenal;Kasinostraße Tor 7 ;26382;Wilhelmshaven;+49 4421 49-0;+49 4421 49-2037;mars-posteingang@bundeswehr.org;https://www.bundeswehr.de/de/organisation/marine
Marinekommando;Kopernikusstraße 1;18057;Rostock;+49 381 802-50;+49 381 802-3297;;https://www.bundeswehr.de/de/organisation/marine
Marineoperationsschule;Elbestraße 101;27570;Bremerhaven;;;marine@bundeswehr.org;https://www.bundeswehr.de/de/organisation/marine
Marineschule Mürwik;Kelmstraße 14;24944;Flensburg;;;marine@bundeswehr.org;https://www.bundeswehr.de/de/organisation/marine
Marinetechnikschule;Papellallee 24;18445;Kramerhof;;;marine@bundeswehr.org;https://www.bundeswehr.de/de/organisation/marine
Mathematisches Forschungsinstitut Oberwolfach gGmbH;Schwarzwaldstraße 9-11;77709;Oberwolfach-Walke;+49 7834 979-0;+49 7834 979-38;admin@mfo.de;https://www.mfo.de
Max Rubner-Institut, Bundesforschungsinstitut für Ernährung und Lebensmittel;Haid-und-Neu-Straße 9;76131;Karlsruhe;+49 721 6625-0;+49 721 6625-111;kontakt@mri.bund.de;https://www.mri.bund.de
Max Weber Stiftung - Deutsche Geisteswissenschaftliche Institute im Ausland;Rheinallee 6;53173;Bonn;+49 228 37786-0;+49 228 37786-19;info@maxweberstiftung.de;https://www.maxweberstiftung.de
